school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Chester H Thompson Elementary,Bethel School District,Tacoma,688,462,Yes under Community Eligibility Option (CEO)
Chewelah Open Doors Reengagement Program,Chewelah School District,Chewelah,40,26,Yes under Community Eligibility Option (CEO)
Chiawana Senior High School,Pasco School District,Pasco,3127,1930,Yes under Community Eligibility Option (CEO)
Chief Joseph Middle School,Richland School District,Richland,659,385,Yes under Community Eligibility Option (CEO)
Chief Kamiakin Elementary School,Sunnyside School District,Sunnyside,575,504,Yes under Community Eligibility Option (CEO)
Chief Kanim Middle School,Snoqualmie Valley School District,Fall City,520,78,Yes participating without using any Provision or the CEO
Chief Kitsap Academy,Suquamish Tribal Education Department,Poulsbo,74,48,No
Chief Sealth International High School,Seattle School District No. 1,Seattle,1184,611,Yes under Community Eligibility Option (CEO)
Chief Umtuch Middle,Battle Ground School District,Battle Ground,522,195,Yes participating without using any Provision or the CEO
Chimacum Creek Primary School,Chimacum School District,Port Hadlock,147,82,Yes under Community Eligibility Option (CEO)
Chimacum Elementary School,Chimacum School District,Chimacum,257,160,Yes under Community Eligibility Option (CEO)
Chimacum Junior/Senior High School,Chimacum School District,Chimacum,251,128,Yes under Community Eligibility Option (CEO)
Chinook Elementary School,Auburn School District,Auburn,700,439,Yes under Community Eligibility Option (CEO)
Chinook Elementary School,Vancouver School District,Vancouver,440,142,Yes under Community Eligibility Option (CEO)
Chinook Middle School,Bellevue School District,Bellevue,752,181,Yes participating without using any Provision or the CEO
Chinook Middle School,Kennewick School District,Kennewick,950,392,Yes under Community Eligibility Option (CEO)
Chinook Middle School,North Thurston Public Schools,Lacey,746,414,Yes under Community Eligibility Option (CEO)
Chinook Middle School,Highline School District,SeaTac,620,452,Yes under Community Eligibility Option (CEO)
Chloe Clark Elementary,Steilacoom Hist. School District,DuPont,475,128,Yes participating without using any Provision or the CEO
Choice Academy,North Kitsap School District,Kingston,54,24,No
Choice Academy,Highline School District,Seattle,176,87,No
Choice Middle and High School,Shelton School District,Shelton,217,129,Yes under Community Eligibility Option (CEO)
Christa McAuliffe Elementary,Lake Washington School District,Sammamish,472,7,Yes participating without using any Provision or the CEO
Christensen Elementary,Franklin Pierce School District,Tacoma,346,257,Yes under Community Eligibility Option (CEO)
Clallam Bay High & Elementary,Cape Flattery School District,Clallam Bay,100,73,Yes under Community Eligibility Option (CEO)
Clara Barton Elementary School,Lake Washington School District,Redmond,452,75,Yes participating without using any Provision or the CEO
Clark County Juvenile Detention School,Educational Service District 112,Vancouver,15,,No
Clark Elementary,Issaquah School District,Issaquah,586,166,Yes participating without using any Provision or the CEO
Cle Elum Roslyn Elementary,Cle Elum-Roslyn School District,Cle Elum,489,204,Yes participating without using any Provision or the CEO
Cle Elum Roslyn High School,Cle Elum-Roslyn School District,Cle Eum,311,135,Yes participating without using any Provision or the CEO
Clear Creek Elementary School,Central Kitsap School District,Silverdale,448,220,Yes participating without using any Provision or the CEO
Clear Lake Elementary School,Sedro-Woolley School District,Clear Lake,314,127,Yes under Community Eligibility Option (CEO)
Cleveland High School STEM,Seattle School District No. 1,Seattle,875,438,Yes under Community Eligibility Option (CEO)
Clip,Riverview School District,Carnation,64,21,Yes participating without using any Provision or the CEO
Clover Creek Elementary,Bethel School District,Tacoma,617,318,Yes under Community Eligibility Option (CEO)
Clover Park Early Learning Program,Clover Park School District,Lakewood,213,162,Yes under Community Eligibility Option (CEO)
Clover Park High School,Clover Park School District,Lakewood,1161,898,Yes under Community Eligibility Option (CEO)
Clovis Point Elementary School,Eastmont School District,East Wenatchee,511,321,Yes under Community Eligibility Option (CEO)
Clyde Hill Elementary,Bellevue School District,Bellevue,594,124,Yes participating without using any Provision or the CEO
Colbert Elementary School,Mead School District,Colbert,364,134,Yes participating without using any Provision or the CEO
Colfax High School,Colfax School District,Colfax,263,78,Yes participating without using any Provision or the CEO
College Place Elementary,Edmonds School District,Lynnwood,473,356,Yes under Community Eligibility Option (CEO)
College Place High School,College Place School District,College Place,486,247,Yes under Community Eligibility Option (CEO)
College Place Middle School,Edmonds School District,Lynnwood,479,229,Yes under Community Eligibility Option (CEO)
College Place Open Doors Program,College Place School District,College Place,13,10,No
Collins Elementary,Franklin Pierce School District,Tacoma,466,258,Yes under Community Eligibility Option (CEO)
Colton School,Colton School District,Colton,166,49,Yes participating without using any Provision or the CEO
Columbia Basin Technical Skills Center,Moses Lake School District,Moses Lake,53,3,Yes under Community Eligibility Option (CEO)
Columbia Crest a-STEM Academy,Eatonville School District,Ashford,209,122,Yes under Community Eligibility Option (CEO)
Columbia Elementary,Columbia (Walla Walla) School District,Burbank,367,195,Yes under Community Eligibility Option (CEO)
Columbia Elementary,Mukilteo School District,Mukilteo,596,198,Yes under Community Eligibility Option (CEO)
Columbia Elementary School,Bellingham School District,Bellingham,187,46,Yes participating without using any Provision or the CEO
Columbia Elementary School,Woodland School District,Woodland,365,203,Yes under Community Eligibility Option (CEO)
Columbia Heights Elementary,Longview School District,Longview,331,191,Yes under Community Eligibility Option (CEO)
Columbia High and Elementary,Columbia (Stevens) School District,Hunters,121,92,Yes under Community Eligibility Option (CEO)
Columbia High School,Columbia (Walla Walla) School District,Burbank,235,122,Yes under Community Eligibility Option (CEO)
Columbia High School,White Salmon Valley School District,White Salmon,361,159,Yes participating without using any Provision or the CEO
Columbia Junior High School,Fife School District,Tacoma,619,351,Yes participating without using any Provision or the CEO
Columbia Middle School,Columbia (Walla Walla) School District,Burbank,174,103,Yes under Community Eligibility Option (CEO)
Columbia Middle School,Moses Lake School District,Moses Lake,875,515,Yes under Community Eligibility Option (CEO)
Columbia Ridge Elementary,Ephrata School District,Ephrata,480,301,Yes under Community Eligibility Option (CEO)
Columbia River Elementary,Pasco School District,Pasco,618,299,Yes under Community Eligibility Option (CEO)
Columbia River Gorge Elementary School,Washougal School District,Washougal,340,145,Yes participating without using any Provision or the CEO
Columbia River High,Vancouver School District,Vancouver,1138,371,Yes under Community Eligibility Option (CEO)
Columbia Valley Elementary,Evergreen School District (Clark),Vancouver,360,155,Yes under Community Eligibility Option (CEO)
Columbia Valley Garden Elem Schl,Longview School District,Longview,362,203,Yes under Community Eligibility Option (CEO)
Columbia Virtual Academy,Valley School District,Valley,863,272,No
Columbia Virtual Academy - Kettle Falls,Kettle Falls School District,Kettle Falls,419,164,No
Colville Junior High School,Colville School District,Colville,401,265,Yes under Community Eligibility Option (CEO)
Colville Senior High School,Colville School District,Colville,506,270,Yes under Community Eligibility Option (CEO)
Comm Based Trans Program,Tacoma School District,Tacoma,71,32,No
Community School,Lake Washington School District,Kirkland,67,8,No
Computer Academy Toppenish High School,Toppenish School District,Toppenish,185,163,Yes under Community Eligibility Option (CEO)
Concord International School,Seattle School District No. 1,Seattle,268,137,Yes under Community Eligibility Option (CEO)
Concrete Elementary,Concrete School District,Concrete,308,206,Yes under Community Eligibility Option (CEO)
Concrete High School,Concrete School District,Concrete,219,176,Yes under Community Eligibility Option (CEO)
Connell Elem,North Franklin School District,Connell,491,375,Yes under Community Eligibility Option (CEO)
Connell High School,North Franklin School District,Connell,615,439,Yes under Community Eligibility Option (CEO)
Connell Preschool,North Franklin School District,Connell,20,13,No
Continuous Curriculum School,East Valley School District (Spokane),Spokane Valley,385,160,Yes under Community Eligibility Option (CEO)
Contract Learning Center,Grandview School District,Grandview,34,29,Yes under Community Eligibility Option (CEO)
Contracted Schools,Edmonds School District,Lynnwood,18,6,No
Contractual Schools,Lake Washington School District,Redmond,10,3,No
Conway School District 317,Conway School District,Mount Vernon,421,126,Yes participating without using any Provision or the CEO
Cooper Elementary,Spokane School District,Spokane,385,268,Yes under Community Eligibility Option (CEO)
Cordata Elementary School,Bellingham School District,Bellingham,357,244,Yes under Community Eligibility Option (CEO)
Cosmopolis Elementary School,Cosmopolis School District,Cosmopolis,175,100,Yes participating without using any Provision or the CEO
