school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Eagle School Intermediate,Berkeley County Schools,Martinsburg,619,,Yes under Community Eligibility Option (CEO),false
East Bank Middle School,Kanawha County Schools,East Bank,227,,Yes under Community Eligibility Option (CEO),true
East Dale Elementary School,Marion County Schools,Fairmont,352,,Yes under Community Eligibility Option (CEO),false
East Fairmont High School,Marion County Schools,Fairmont,725,,Yes under Community Eligibility Option (CEO),false
East Fairmont Middle School,Marion County Schools,Fairmont,647,,Yes under Community Eligibility Option (CEO),false
East Hardy Elementary School,Hardy County Schools,Baker,364,,Yes under Community Eligibility Option (CEO),true
East Hardy High School,Hardy County Schools,Baker,290,,Yes under Community Eligibility Option (CEO),false
East Lynn Elementary School,Wayne County Schools,East Lynn,124,,Yes under Community Eligibility Option (CEO),false
East Park Elementary School,Marion County Schools,Fairmont,321,,Yes under Community Eligibility Option (CEO),false
Eastbrook Elementary School,Putnam County Schools,Winfield,255,,Yes participating without using any Provision or the CEO,false
Eastern Greenbrier Middle School,Greenbrier County Schools,Ronceverte,685,,Yes under Community Eligibility Option (CEO),false
Eastern Panhandle Preparatory Academy,Eastern Panhandle Preparatory Academy,Kearneysville,229,,Yes participating without using any Provision or the CEO,false
Eastwood Elementary School,Monongalia County Schools,Morgantown,642,,Yes under Community Eligibility Option (CEO),false
Edgewood Elementary,Kanawha County Schools,Charleston,413,,Yes under Community Eligibility Option (CEO),false
Edison Middle School,Wood County Schools,Parkersburg,551,,Yes under Community Eligibility Option (CEO),true
Elk Elementary Center,Kanawha County Schools,Charleston,475,,Yes under Community Eligibility Option (CEO),false
Elk Garden School,Mineral County Schools,Elk Garden,66,,Yes under Community Eligibility Option (CEO),false
Elkins High School,Randolph County Schools,Elkins,747,,Yes under Community Eligibility Option (CEO),false
Elkins Middle School,Randolph County Schools,Elkins,615,,Yes under Community Eligibility Option (CEO),false
Elkins Third Ward Elementary School,Randolph County Schools,Elkins,318,,Yes under Community Eligibility Option (CEO),false
Elkview Middle School,Kanawha County Schools,Elkview,621,,Yes under Community Eligibility Option (CEO),false
Elm Grove Elementary School,Ohio County Schools,Wheeling,299,,Yes under Community Eligibility Option (CEO),false
Emerson Elementary School,Wood County Schools,Parkersburg,361,,Yes under Community Eligibility Option (CEO),false
Evans Elementary School,Jackson County Schools,Evans,147,,Yes under Community Eligibility Option (CEO),false
Evolution High School,Harrison County Schools,Clarksburg,53,,Yes under Community Eligibility Option (CEO),false
Evolution Middle School,Harrison County Schools,Clarksburg,6,,Yes under Community Eligibility Option (CEO),false
Excel Center,Monongalia County Schools,Morgantown,51,,Yes under Community Eligibility Option (CEO),false
Explorer Academy,Cabell County Schools,Huntington,373,,Yes under Community Eligibility Option (CEO),false
Fairdale Elementary School,Raleigh County Schools,Fairdale,387,,Yes under Community Eligibility Option (CEO),false
Fairmont Senior High School,Marion County Schools,Fairmont,835,,Yes under Community Eligibility Option (CEO),false
Fairplain Elementary School,Jackson County Schools,Ripley,152,,Yes under Community Eligibility Option (CEO),false
Fairplains Elementary School,Wood County Schools,Parkersburg,160,,Yes under Community Eligibility Option (CEO),false
Fairview Elementary School,Marion County Schools,Fairview,131,,Yes under Community Eligibility Option (CEO),false
