school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Brockway Area Jshs,Brockway Area SD,Brockway,400,,Yes participating without using any Provision or the CEO,true
Brooke El Sch,Spring-Ford Area SD,Royersford,379,,Yes participating without using any Provision or the CEO,false
Brookville Jshs,Brookville Area SD,Brookville,574,,Yes under Community Eligibility Option (CEO),true
Brookwood El Sch,Bristol Township SD,Levittown,975,,Yes under Community Eligibility Option (CEO),false
Broughal MS,Bethlehem Area SD,Bethlehem,520,,Yes participating without using any Provision or the CEO,true
Brown Henry a Sch,Philadelphia City SD,Philadelphia,333,,Yes under Community Eligibility Option (CEO),true
Brown Joseph Sch,Philadelphia City SD,Philadelphia,441,,Yes under Community Eligibility Option (CEO),false
Brownstown El Sch,Conestoga Valley SD,Brownstown,392,,Yes participating without using any Provision or the CEO,false
Brownsville Area El Sch,Brownsville Area SD,Brownsville,617,,Yes under Community Eligibility Option (CEO),false
Brownsville Area HS,Brownsville Area SD,Brownsville,457,,Yes under Community Eligibility Option (CEO),true
Brownsville Area MS,Brownsville Area SD,Brownsville,329,,Yes under Community Eligibility Option (CEO),true
Bryant William C Sch,Philadelphia City SD,Philadelphia,338,,Yes under Community Eligibility Option (CEO),true
Buchanan El Sch,Chambersburg Area SD,Chambersburg,251,,Yes under Community Eligibility Option (CEO),false
Bucher Sch,Manheim Township SD,Lancaster,403,,Yes participating without using any Provision or the CEO,false
Buck El Sch,Neshaminy SD,Langhorne,571,,Yes participating without using any Provision or the CEO,false
Buckingham El Sch,Central Bucks SD,Buckingham,442,,Yes participating without using any Provision or the CEO,false
Bucks County Montessori CS,Bucks County Montessori CS,Fairless Hills,180,,No,false
Bucks County Technical High School,Bucks County Technical High School,Fairless Hills,1415,,Yes participating without using any Provision or the CEO,false
Bucktail Area MS,Keystone Central SD,Renovo,117,,Yes under Community Eligibility Option (CEO),true
Bucktail HS,Keystone Central SD,Renovo,101,,Yes under Community Eligibility Option (CEO),true
Buffalo El Sch,Freeport Area SD,Sarver,564,,Yes participating without using any Provision or the CEO,false
Building 21,Philadelphia City SD,Philadelphia,371,,Yes under Community Eligibility Option (CEO),true
Building 21 Allentown,Allentown City SD,Allentown,415,,Yes under Community Eligibility Option (CEO),true
Bullskin El Sch,Connellsville Area SD,Connellsville,430,,Yes under Community Eligibility Option (CEO),false
Burchfield Primary Sch,Shaler Area SD,Allison Park,339,,Yes participating without using any Provision or the CEO,false
Burgettstown El Ctr,Burgettstown Area SD,Burgettstown,430,,Yes participating without using any Provision or the CEO,false
Burgettstown MS/HS,Burgettstown Area SD,Burgettstown,492,,Yes participating without using any Provision or the CEO,true
Burrell HS,Burrell SD,Lower Burrell,566,,Yes participating without using any Provision or the CEO,false
Burrowes El Sch,Lancaster SD,Lancaster,308,,Yes under Community Eligibility Option (CEO),false
Bushkill El Sch,East Stroudsburg Area SD,Dingmans Ferry,405,,Yes under Community Eligibility Option (CEO),false
Butler Area Ihs,Butler Area SD,Butler,1291,,Yes participating without using any Provision or the CEO,false
Butler Area SHS,Butler Area SD,Butler,1956,,Yes participating without using any Provision or the CEO,false
Butler County Area Vocational Technical School,Butler County Area Vocational-Technical School,Butler,26,,No,false
Butler El Sch,Central Bucks SD,Chalfont,757,,Yes participating without using any Provision or the CEO,false
Bywood El Sch,Upper Darby SD,Upper Darby,683,,Yes under Community Eligibility Option (CEO),false
C E Cole Intermediate Sch,Muhlenberg SD,Reading,986,,Yes under Community Eligibility Option (CEO),false
C E McCall MS,Montoursville Area SD,Montoursville,530,,Yes participating without using any Provision or the CEO,false
C G Johnson El Sch,DuBois Area SD,Reynoldsville,276,,Yes under Community Eligibility Option (CEO),false
Cairnbrook El Sch,Shade-Central City SD,Cairnbrook,180,,Yes under Community Eligibility Option (CEO),false
Caley El Sch,Upper Merion Area SD,King of Prussia,372,,Yes participating without using any Provision or the CEO,false
California Academy of Learning CS,California Academy of Learning CS,Coal Center,153,,Yes participating without using any Provision or the CEO,false
