school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Charles McCann Vocational Technical,Northern Berkshire Regional Vocational Technical,North Adams,514,,Yes under Community Eligibility Option (CEO),true
Charles S Ashley,New Bedford,New Bedford,272,,Yes under Community Eligibility Option (CEO),false
Charles S Pierce Middle,Milton,Milton,1002,,Yes participating without using any Provision or the CEO,false
Charles Taylor Elementary,Foxborough,Foxborough,278,,Yes participating without using any Provision or the CEO,false
Charles W Morey,Lowell,Lowell,497,,Yes under Community Eligibility Option (CEO),false
Charlestown High School,Boston,Charlestown,754,,Yes under Community Eligibility Option (CEO),true
Charlotte a Dunning,Framingham,Framingham,436,,Yes under Community Eligibility Option (CEO),false
Charlotte M Murkland Elementary,Lowell,Lowell,448,,Yes under Community Eligibility Option (CEO),false
Charlton Elementary,Dudley-Charlton Reg,Charlton,333,,Yes under Community Eligibility Option (CEO),false
Charlton Middle School,Dudley-Charlton Reg,Charlton,631,,Yes under Community Eligibility Option (CEO),false
Charlton Street,Southbridge,Southbridge,288,,Yes under Community Eligibility Option (CEO),false
Chatham Elementary School,Monomoy Regional School District,Chatham,146,,Yes under Community Eligibility Option (CEO),false
Chelmsford High,Chelmsford,North Chelmsford,1402,,Yes participating without using any Provision or the CEO,false
Chelsea High,Chelsea,Chelsea,1649,,Yes under Community Eligibility Option (CEO),true
Chelsea Opportunity Academy,Chelsea,Chelsea,132,,Yes participating without using any Provision or the CEO,true
Chelsea Virtual Learning Academy,Chelsea,Chelsea,54,,Yes participating without using any Provision or the CEO,false
Chester Elementary,Gateway,Chester,114,,Yes under Community Eligibility Option (CEO),false
Chestnut Accelerated Middle School (Talented and Gifted),Springfield,Springfield,265,,Yes under Community Eligibility Option (CEO),true
Chestnut Hill Community School,Belchertown,Belchertown,494,,Yes under Community Eligibility Option (CEO),false
Chickering,Dover,Dover,492,,Yes participating without using any Provision or the CEO,false
Chicopee Academy,Chicopee,Chicopee,92,,Yes under Community Eligibility Option (CEO),false
Chicopee Comprehensive High School,Chicopee,Chicopee,1192,,Yes under Community Eligibility Option (CEO),false
Chicopee High,Chicopee,Chicopee,918,,Yes under Community Eligibility Option (CEO),false
