school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Early Light Academy at Daybreak,Early Light Academy at Daybreak,South Jordan,1022,150,Yes participating without using any Provision or the CEO,false
East High,Salt Lake District,Salt Lake City,1764,963,Yes participating without using any Provision or the CEO,false
East Hollywood High,East Hollywood High,West Valley City,318,185,Yes under Community Eligibility Option (CEO),false
East Layton School,Davis District,East Layton,510,92,Yes participating without using any Provision or the CEO,false
East Meadows School,Nebo District,Spanish Fork,518,115,Yes participating without using any Provision or the CEO,false
East Midvale School,Canyons District,Midvale,499,348,Yes under Community Eligibility Option (CEO),false
East Ridge Elementary School,Ogden City District,Ogden,714,318,Yes participating without using any Provision or the CEO,false
East Sandy School,Canyons District,Sandy,364,133,Yes participating without using any Provision or the CEO,false
East School,Duchesne District,Roosevelt,450,209,Yes participating without using any Provision or the CEO,false
Eastlake School,Jordan District,South Jordan,792,124,Yes participating without using any Provision or the CEO,false
Eastmont Middle,Canyons District,Sandy,515,151,Yes participating without using any Provision or the CEO,false
Eastwood School,Granite District,Salt Lake City,300,18,Yes participating without using any Provision or the CEO,false
Ecker Hill Middle,Park City District,Park City,666,114,Yes participating without using any Provision or the CEO,false
Edgemont School,Provo District,Provo,611,145,Yes participating without using any Provision or the CEO,false
Edison School,Salt Lake District,Salt Lake City,459,457,Yes under Community Eligibility Option (CEO),false
Edith Bowen Laboratory School,Edith Bowen Laboratory School,Logan,359,71,Yes participating without using any Provision or the CEO,false
Eisenhower Jr High,Granite District,Taylorsville,1036,576,Yes participating without using any Provision or the CEO,true
Elevated Charter School,Elevated Charter School,Saratoga Springs,228,,No,false
Elizabeth Delong School of the Deaf,Utah Schools for the Deaf and the Blind,Orem,53,11,No,false
Elk Meadows School,Jordan District,South Jordan,580,117,Yes participating without using any Provision or the CEO,false
Elk Ridge Middle,Jordan District,South Jordan,1151,210,Yes participating without using any Provision or the CEO,false
Elk Run Elementary,Granite District,Magna,714,283,Yes participating without using any Provision or the CEO,false
Ellis School,Logan City District,Logan,349,212,Yes participating without using any Provision or the CEO,false
