school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Arthur Froberg Elem School,Rockford SD 205,Rockford,426,306,Yes under Community Eligibility Option (CEO),false
Arthur Grade School,Arthur CUSD 305,Arthur,258,144,Yes participating without using any Provision or the CEO,false
Arthur-Lovington-Atwood-Hammond,Arthur CUSD 305,Arthur,310,145,Yes participating without using any Provision or the CEO,true
Ashburn Community Elem School,Chicago Public Schools Dist 299,Chicago,324,248,Yes under Community Eligibility Option (CEO),false
Ashe Elem School,Chicago Public Schools Dist 299,Chicago,387,366,Yes under Community Eligibility Option (CEO),false
Ashkum Early Literacy Center,Central CUSD 4,Ashkum,49,,No,false
Ashley Com Consolidated School,Ashley CCSD 15,Ashley,115,62,Yes under Community Eligibility Option (CEO),false
Ashmore Elem School,Charleston CUSD 1,Ashmore,74,39,Yes under Community Eligibility Option (CEO),false
Ashton-Franklin Center Elem Sch,Ashton-Franklin Center CUSD 275,Franklin Grove,218,112,Yes participating without using any Provision or the CEO,false
Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,Ashton,216,112,Yes participating without using any Provision or the CEO,false
Asian Human Srvcs-Passage Chrtr,Chicago Public Schools Dist 299,Chicago,379,350,Yes under Community Eligibility Option (CEO),false
Aspira Charter - Bus and Fin,Chicago Public Schools Dist 299,Chicago,426,357,Yes under Community Eligibility Option (CEO),true
Aspira Charter - Early College Pr,Chicago Public Schools Dist 299,Chicago,285,263,Yes under Community Eligibility Option (CEO),true
Aspira Charter - Haugan Campus,Chicago Public Schools Dist 299,Chicago,83,79,Yes under Community Eligibility Option (CEO),false
Assist Taoep 12,Clay/Cwford/Jsper/Lwrnce/Rhland,Olney,0,,Yes under Community Eligibility Option (CEO),true
Astoria Elem School,Astoria CUSD 1,Astoria,145,88,Yes under Community Eligibility Option (CEO),false
Astoria High School,Astoria CUSD 1,Astoria,86,38,Yes under Community Eligibility Option (CEO),true
Astoria Junior High School,Astoria CUSD 1,Astoria,46,23,Yes under Community Eligibility Option (CEO),false
Athens Junior High School,Athens CUSD 213,Athens,144,58,Yes participating without using any Provision or the CEO,false
Athens Sr High School,Athens CUSD 213,Athens,299,92,Yes participating without using any Provision or the CEO,false
Attea Middle School,Glenview CCSD 34,Glenview,714,143,Yes participating without using any Provision or the CEO,false
Atwood-Hammond Grade School,Arthur CUSD 305,Atwood,209,122,Yes participating without using any Provision or the CEO,false
Auburn Elem School,Auburn CUSD 10,Auburn,292,123,Yes participating without using any Provision or the CEO,false
Auburn High School,Auburn CUSD 10,Auburn,327,131,Yes participating without using any Provision or the CEO,false
Auburn High School,Rockford SD 205,Rockford,1957,1313,Yes under Community Eligibility Option (CEO),true
Auburn Jr High at Divernon,Auburn CUSD 10,Divernon,236,97,Yes participating without using any Provision or the CEO,false
Auburn Middle School,Auburn CUSD 10,Auburn,200,91,Yes participating without using any Provision or the CEO,false
Audubon Elem School,Chicago Public Schools Dist 299,Chicago,606,55,Yes under Community Eligibility Option (CEO),false
Austin College and Career Acad HS,Chicago Public Schools Dist 299,Chicago,190,159,Yes under Community Eligibility Option (CEO),true
Autumn Creek Elem Sch,Yorkville CUSD 115,Yorkville,529,167,Yes participating without using any Provision or the CEO,false
Aux Sable,Minooka CCSD 201,Minooka,617,168,Yes participating without using any Provision or the CEO,false
Aux Sable Middle Sch,Plainfield SD 202,Joliet,844,291,Yes under Community Eligibility Option (CEO),false
Avalon Park Elem School,Chicago Public Schools Dist 299,Chicago,225,193,Yes under Community Eligibility Option (CEO),false
Avis Huff Student Support Service,Kankakee SD 111,Kankakee,0,,Yes under Community Eligibility Option (CEO),true
Aviston Elem School,Aviston SD 21,Aviston,462,27,Yes participating without using any Provision or the CEO,false
Avoca West Elem School,Avoca SD 37,Glenview,313,,No,false
Avon Center Elem School,Grayslake CCSD 46,Round Lake Beach,361,194,Yes participating without using any Provision or the CEO,false
Avon Elem Sch,Abingdon-Avon CUSD 276,Avon,48,24,Yes under Community Eligibility Option (CEO),false
Avondale - Logandale Elem Sch,Chicago Public Schools Dist 299,Chicago,459,412,Yes under Community Eligibility Option (CEO),false
Azuela Elem School,Chicago Public Schools Dist 299,Chicago,690,548,Yes under Community Eligibility Option (CEO),false
B J Hooper Elem School,Lake Villa CCSD 41,Lindenhurst,545,235,Yes participating without using any Provision or the CEO,false
Back of the Yards IB HS,Chicago Public Schools Dist 299,Chicago,1039,966,Yes under Community Eligibility Option (CEO),true
Ball Elementary School,Ball Chatham CUSD 5,Chatham,552,126,Yes participating without using any Provision or the CEO,false
Balmoral Elem Sch,Crete Monee CUSD 201U,Crete,472,342,Yes under Community Eligibility Option (CEO),false
Banner Elementary School,Dunlap CUSD 323,Dunlap,375,54,Yes participating without using any Provision or the CEO,false
Bannockburn School,Bannockburn SD 106,Bannockburn,165,,No,false
Barack H Obama Learning Academy,Hazel Crest SD 152-5,Markham,466,464,Yes under Community Eligibility Option (CEO),false
Barack Obama Sch of Ldership,Park Forest SD 163,Chicago Heights,367,296,Yes under Community Eligibility Option (CEO),false
Barbara a Sizemore Campus,Betty Shabazz Internl Chrtr Sch,Chicago,231,230,Yes under Community Eligibility Option (CEO),false
Barbara B Rose Elem School,Barrington CUSD 220,South Barrington,403,44,Yes participating without using any Provision or the CEO,false
Barbour Two-Way Lang Immersion,Rockford SD 205,Rockford,628,453,Yes under Community Eligibility Option (CEO),false
Barnard Elem Comp Math & Sci Ctr,Chicago Public Schools Dist 299,Chicago,243,185,Yes under Community Eligibility Option (CEO),false
