school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Morehead Elem at Camp Glenn,Carteret County Public Schools,Morehead City,253,247,Yes participating without using any Provision or the CEO,false
Morehead Elementary,Guilford County Schools,Greensboro,509,506,Yes participating without using any Provision or the CEO,false
Morehead Montessori,Durham Public Schools,Durham,278,275,Yes participating without using any Provision or the CEO,false
Morgan Elementary,Rowan-Salisbury Schools,Gold Hill,275,272,Yes participating without using any Provision or the CEO,false
Morganton Road Elementary,Cumberland County Schools,Fayetteville,491,488,Yes participating without using any Provision or the CEO,false
Morris Grove Elementary,Chapel Hill-Carrboro City Schools,Chapel Hill,383,86,Yes participating without using any Provision or the CEO,false
Morrisville Elementary,Wake County Schools,Morrisville,643,85,Yes participating without using any Provision or the CEO,false
Morton Elementary,Onslow County Schools,Jacksonville,715,428,Yes participating without using any Provision or the CEO,false
Morven Elementary,Anson County Schools,Morven,197,194,Yes participating without using any Provision or the CEO,false
Moss Hill Elementary,Lenoir County Public Schools,Kinston,371,368,Yes participating without using any Provision or the CEO,false
Moss Street Elementary,Rockingham County Schools,Reidsville,354,345,Yes participating without using any Provision or the CEO,false
Mount Airy High,Mount Airy City Schools,Mount Airy,620,617,Yes participating without using any Provision or the CEO,true
Mount Airy Middle,Mount Airy City Schools,Mount Airy,395,392,Yes participating without using any Provision or the CEO,true
Mount Energy Elementary,Granville County Schools,Creedmoor,515,512,Yes participating without using any Provision or the CEO,false
Mount Gilead Elementary,Montgomery County Schools,Mount Gilead,190,181,Yes participating without using any Provision or the CEO,false
Mount Holly Middle,Gaston County Schools,Mount Holly,570,567,Yes participating without using any Provision or the CEO,true
Mount Olive Elementary School,Stokes County Schools,King,316,313,Yes participating without using any Provision or the CEO,false
Mount Olive Middle,Wayne County Public Schools,Mount Olive,329,326,Yes participating without using any Provision or the CEO,true
Mount Pleasant Elementary,Cabarrus County Schools,Mount Pleasant,679,296,Yes participating without using any Provision or the CEO,false
Mount Pleasant Elementary School,Wilkes County Schools,Ferguson,237,234,Yes participating without using any Provision or the CEO,false
Mount Pleasant High,Cabarrus County Schools,Mount Pleasant,894,343,Yes participating without using any Provision or the CEO,false
Mount Pleasant Middle,Cabarrus County Schools,Mount Pleasant,660,316,Yes participating without using any Provision or the CEO,false
Mount Tabor High School,Winston Salem / Forsyth County Schools,Winston Salem,1426,1423,Yes participating without using any Provision or the CEO,true
Mount Vernon,Wake County Schools,Raleigh,70,67,Yes participating without using any Provision or the CEO,true
Mountain City Public Montessori,Mountain City Public Montessori,Asheville,137,,No,false
Mountain Discovery,Mountain Discovery Charter School,Bryson City,221,,No,true
Mountain Heritage High,Yancey County Schools,Burnsville,642,635,Yes participating without using any Provision or the CEO,true
Mountain Island Charter School,Mountain Island Charter,Mt. Holly,1782,489,Yes participating without using any Provision or the CEO,false
Mountain Island Lake Academy,Charlotte-Mecklenburg Schools,Charlotte,766,763,Yes participating without using any Provision or the CEO,true
