school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Omro High,Omro School District,Omro,317,87,Yes participating without using any Provision or the CEO,false
Omro Middle,Omro School District,Omro,223,63,Yes participating without using any Provision or the CEO,false
Onalaska High,Onalaska School District,Onalaska,925,250,Yes participating without using any Provision or the CEO,false
Onalaska Middle,Onalaska School District,Onalaska,620,185,Yes participating without using any Provision or the CEO,false
Onalaska Prekindergarten Partner School,Onalaska School District,Onalaska,68,7,No,false
One City Elementary School,One City Schools Inc,Monona,328,223,Yes under Community Eligibility Option (CEO),false
One City Preparatory Academy,One City Schools Inc,Monona,99,72,Yes under Community Eligibility Option (CEO),false
Oostburg Elementary,Oostburg School District,Oostburg,479,86,Yes participating without using any Provision or the CEO,false
Oostburg High,Oostburg School District,Oostburg,328,61,Yes participating without using any Provision or the CEO,false
Oostburg Middle,Oostburg School District,Oostburg,204,34,Yes participating without using any Provision or the CEO,false
Orchard Lane Elementary,New Berlin School District,New Berlin,453,85,Yes participating without using any Provision or the CEO,false
Orchard Ridge Elementary,Madison Metropolitan School District,Madison,265,138,Yes under Community Eligibility Option (CEO),false
Oregon 4K,Oregon School District,Oregon,213,27,No,false
Oregon High,Oregon School District,Oregon,1339,226,Yes participating without using any Provision or the CEO,false
Oregon Middle,Oregon School District,Oregon,613,110,Yes participating without using any Provision or the CEO,false
Oriole Lane Elementary,Mequon-Thiensville School District,Mequon,499,75,Yes participating without using any Provision or the CEO,false
Osceola Elementary,Osceola School District,Osceola,250,87,Yes participating without using any Provision or the CEO,false
Osceola High,Osceola School District,Osceola,498,106,Yes participating without using any Provision or the CEO,false
Osceola Intermediate,Osceola School District,Osceola,275,95,Yes participating without using any Provision or the CEO,false
Osceola Middle,Osceola School District,Osceola,398,94,Yes participating without using any Provision or the CEO,false
Osseo-Fairchild Elementary,Osseo-Fairchild School District,Osseo,367,169,Yes participating without using any Provision or the CEO,false
Osseo-Fairchild High,Osseo-Fairchild School District,Osseo,219,82,Yes participating without using any Provision or the CEO,false
Osseo-Fairchild Middle,Osseo-Fairchild School District,Osseo,161,74,Yes participating without using any Provision or the CEO,false
Ouisconsing School of Collaboration,Lodi School District,Lodi,74,20,Yes participating without using any Provision or the CEO,false
Owen-Withee Elementary,Owen-Withee School District,Owen,221,122,Yes participating without using any Provision or the CEO,false
Owen-Withee High,Owen-Withee School District,Owen,139,76,Yes participating without using any Provision or the CEO,false
Owen-Withee Junior High,Owen-Withee School District,Owen,112,66,Yes participating without using any Provision or the CEO,true
Oxford Elementary,Westfield School District,Oxford,128,56,Yes participating without using any Provision or the CEO,false
Ozaukee Elementary,Northern Ozaukee School District,Fredonia,344,96,Yes participating without using any Provision or the CEO,false
Ozaukee High,Northern Ozaukee School District,Fredonia,199,40,Yes participating without using any Provision or the CEO,false
Ozaukee Middle,Northern Ozaukee School District,Fredonia,174,39,Yes participating without using any Provision or the CEO,false
P J Jacobs Junior High,Stevens Point Area Public School District,Stevens Point,709,247,Yes participating without using any Provision or the CEO,false
Palmyra Eagle Montessori School,Palmyra-Eagle Area School District,Palmyra,26,7,Yes participating without using any Provision or the CEO,false
Palmyra-Eagle High,Palmyra-Eagle Area School District,Palmyra,165,54,Yes participating without using any Provision or the CEO,false
Palmyra-Eagle Middle,Palmyra-Eagle Area School District,Palmyra,96,32,Yes participating without using any Provision or the CEO,false
Pardeeville Elementary,Pardeeville Area School District,Pardeeville,331,131,Yes participating without using any Provision or the CEO,false
Pardeeville High,Pardeeville Area School District,Pardeeville,284,93,Yes participating without using any Provision or the CEO,false
Pardeeville Middle,Pardeeville Area School District,Pardeeville,248,88,Yes participating without using any Provision or the CEO,false
Paris Elementary,Paris J1 School District,Kenosha,251,36,Yes participating without using any Provision or the CEO,false
Park Community Charter School,Kaukauna Area School District,Kaukauna,256,73,Yes participating without using any Provision or the CEO,false
Park Elementary,Middleton-Cross Plains Area School District,Cross Plains,245,36,Yes participating without using any Provision or the CEO,false
Park Falls Elementary,Chequamegon School District,Park Falls,290,172,Yes participating without using any Provision or the CEO,false
Park High,Racine Unified School District,Racine,1203,839,Yes under Community Eligibility Option (CEO),true
Park Lawn Elementary,Oconomowoc Area School District,Oconomowoc,383,80,Yes participating without using any Provision or the CEO,false
Park View Middle,Mukwonago School District,Mukwonago,721,95,Yes participating without using any Provision or the CEO,false
Parker High,Janesville School District,Janesville,1272,597,Yes participating without using any Provision or the CEO,false
Parkside Elementary,Fond du Lac School District,Fond du Lac,325,258,Yes under Community Eligibility Option (CEO),false
